emp_no,first_name,last_name,birth_date,from_date,to_date,title
234023,Remzi,Joslin,1955-02-18,1998-11-15,9999-01-01,Senior Staff
234046,Guadalupe,Valtorta,1955-06-02,1995-09-16,9999-01-01,Senior Staff
234051,Valeri,Katzenelson,1955-06-09,1997-06-09,9999-01-01,Senior Engineer
234070,Akeel,Kushner,1955-04-04,1994-09-18,9999-01-01,Senior Engineer
234085,Oksana,Hooghiemstra,1955-03-24,1996-06-24,9999-01-01,Senior Engineer
234105,Bikash,Broder,1955-04-09,1988-09-08,9999-01-01,Senior Staff
234146,Felicidad,Molenaar,1955-03-21,1991-04-22,9999-01-01,Senior Engineer
234156,Mitchel,Montemayor,1955-04-15,1988-08-27,9999-01-01,Senior Staff
234160,Vojin,Valiente,1955-09-22,1990-06-29,9999-01-01,Assistant Engineer
234170,Prasadram,Bala,1955-08-15,2000-11-27,9999-01-01,Senior Staff
234179,Bangqing,Underwood,1955-10-20,1991-04-11,9999-01-01,Senior Engineer
234181,Masali,Camarinopoulos,1955-12-29,1985-05-27,9999-01-01,Engineer
234185,Ramya,Asmuth,1955-07-15,1996-12-08,9999-01-01,Engineer
234208,Yucai,Horswill,1955-10-31,2002-06-02,9999-01-01,Senior Staff
234209,KayLiang,Heydon,1955-03-08,1998-08-25,9999-01-01,Assistant Engineer
234213,Toney,Tsukuda,1955-01-16,1989-11-27,9999-01-01,Senior Engineer
234216,Youpyo,Portugali,1955-01-02,1994-10-25,9999-01-01,Senior Staff
234225,Kensei,Mitzlaff,1955-11-28,1993-01-01,9999-01-01,Senior Engineer
234234,Edwin,Minakawa,1955-07-23,1988-10-29,9999-01-01,Senior Engineer
234242,Lobel,Gien,1955-07-26,1989-01-17,9999-01-01,Senior Staff
234253,Subhash,Staylopatis,1955-11-27,1985-04-28,9999-01-01,Senior Staff
234256,Sadok,Kaminger,1955-09-20,1992-06-27,9999-01-01,Engineer
234269,Kamakshi,Neimat,1955-09-20,1989-07-28,9999-01-01,Engineer
234282,Sasan,Rosis,1955-02-08,1987-12-29,9999-01-01,Senior Engineer
234286,Amabile,Serra,1955-12-25,1994-02-01,9999-01-01,Engineer
234289,Luisa,Wendorf,1955-02-21,1992-05-27,9999-01-01,Staff
234294,Jiakeng,Schach,1955-12-22,1992-09-28,9999-01-01,Senior Engineer
234303,Yongqiao,Ulupinar,1955-03-10,1998-01-07,9999-01-01,Staff
234317,Willard,Calkin,1955-03-22,1995-04-02,9999-01-01,Engineer
234323,Mitchel,Bondorf,1955-01-10,1993-11-03,9999-01-01,Senior Engineer
234331,Cullen,Cherinka,1955-08-15,1986-06-28,9999-01-01,Senior Engineer
234334,Kshitij,Kornatzky,1955-06-06,1991-05-27,9999-01-01,Staff
234337,Masasuke,Thorensen,1955-08-28,1992-08-10,9999-01-01,Staff
234351,Mara,Janocha,1955-07-10,1991-09-16,9999-01-01,Senior Engineer
234361,Chiranjit,Kamber,1955-04-01,1986-08-01,9999-01-01,Staff
234366,Goncalo,McFarlan,1955-05-21,1986-11-21,9999-01-01,Senior Engineer
234390,Mokhtar,Arlazarov,1955-09-12,1989-10-20,9999-01-01,Senior Engineer
234394,Kazuhide,Sichman,1955-02-16,1986-05-31,9999-01-01,Staff
234410,Kellie,Bugrara,1955-04-18,1990-08-15,9999-01-01,Senior Engineer
234412,Feiyu,Ranka,1955-06-16,1997-02-19,9999-01-01,Staff
234471,Eckart,Quaggetto,1955-11-09,1990-07-13,9999-01-01,Engineer
234480,Seongbin,Heyers,1955-04-20,1998-05-07,9999-01-01,Senior Staff
234495,Zdislav,Ferriere,1955-09-05,1985-02-01,9999-01-01,Engineer
234516,Unal,Peral,1955-01-26,1985-07-11,9999-01-01,Engineer
234523,Kazuhisa,Vandervoorde,1955-11-07,1992-08-29,9999-01-01,Engineer
234535,Aimee,Rusmann,1955-03-13,1993-08-21,9999-01-01,Senior Engineer
234566,Moti,Assaf,1955-03-03,1988-04-30,9999-01-01,Engineer
234569,Shigeichiro,Serna,1955-06-23,1985-03-20,9999-01-01,Staff
234573,Kwangjo,Manders,1955-09-04,1990-01-27,9999-01-01,Senior Engineer
234591,Kshitij,Hemaspaandra,1955-11-06,1991-12-12,9999-01-01,Senior Engineer
234617,Dekang,Jenevein,1955-08-24,1987-01-29,9999-01-01,Senior Staff
234629,Tesuya,Steenbeek,1955-08-26,1994-01-15,9999-01-01,Senior Staff
234639,Morrie,Luck,1955-03-17,1986-02-03,9999-01-01,Staff
234643,Arvind,Schaar,1955-02-21,1997-10-10,9999-01-01,Engineer
234651,Xuedong,Dratva,1955-04-05,1990-11-15,9999-01-01,Staff
234669,Oscar,Morrey,1955-09-24,1991-04-23,9999-01-01,Senior Engineer
234676,Yaghout,Valiente,1955-01-11,1999-01-12,9999-01-01,Engineer
234677,True,Juneja,1955-11-27,1985-08-13,9999-01-01,Staff
234699,Sachio,Azumi,1955-11-22,1988-02-04,9999-01-01,Staff
234709,Lena,Chandrasekhar,1955-12-02,1992-05-04,9999-01-01,Staff
234712,Radhika,Hertweck,1955-03-03,1994-10-12,9999-01-01,Senior Staff
234718,Jasminko,Assaf,1955-02-10,1986-10-11,9999-01-01,Staff
234773,Zeydy,Norsworthy,1955-08-29,1999-06-17,9999-01-01,Senior Engineer
234790,Domenico,Mitina,1955-01-20,1997-09-28,9999-01-01,Engineer
234795,Ulises,Rajcani,1955-08-16,1997-12-13,9999-01-01,Engineer
234805,Parto,Mateescu,1955-02-06,1999-04-20,9999-01-01,Senior Staff
234809,Jacqueline,Baalen,1955-11-07,1999-03-05,9999-01-01,Staff
234828,Lijie,Zallocco,1955-10-21,1995-02-22,9999-01-01,Engineer
234830,Aiman,Montresor,1955-08-08,1997-07-11,9999-01-01,Technique Leader
234834,Bernice,Kaelbling,1955-10-02,1997-01-30,9999-01-01,Engineer
234835,Tzvetan,Perelgut,1955-08-18,1998-12-29,9999-01-01,Staff
234863,Godehard,Birnbaum,1955-02-27,1997-02-28,9999-01-01,Senior Engineer
234865,Guenter,Tyugu,1955-03-24,1995-12-25,9999-01-01,Assistant Engineer
234895,Golgen,Giaccio,1955-10-28,1999-05-16,9999-01-01,Technique Leader
234915,Zhonghua,Cochrane,1955-03-15,1996-04-12,9999-01-01,Staff
234932,True,Brodie,1955-11-06,1993-04-28,9999-01-01,Senior Staff
234949,Ferdinand,Eiron,1955-12-30,1990-06-29,9999-01-01,Senior Engineer
234979,Zejun,Dredge,1955-07-06,1996-02-04,9999-01-01,Staff
234990,Mohamadou,Markovitch,1955-03-17,1997-07-25,9999-01-01,Engineer
234993,Wuxu,Schade,1955-07-06,1987-07-22,9999-01-01,Senior Engineer
234995,Mori,Talmon,1955-03-11,1989-10-22,9999-01-01,Technique Leader
235001,Anneke,Escriba,1955-10-25,1990-11-25,9999-01-01,Senior Engineer
235033,Branimir,Berendt,1955-04-26,1989-01-23,9999-01-01,Senior Engineer
235043,Temple,Makrucki,1955-03-06,1993-06-19,9999-01-01,Senior Staff
235063,Noritoshi,Schwartzburd,1955-02-01,1987-02-14,9999-01-01,Senior Staff
235088,Gilbert,Mersereau,1955-03-19,1986-11-02,9999-01-01,Staff
235097,Mikhail,Brookman,1955-12-03,1994-05-02,9999-01-01,Assistant Engineer
235147,Eishiro,Hmelo,1955-12-30,1996-02-14,9999-01-01,Senior Engineer
235155,Etsuo,Perng,1955-02-16,1990-01-09,9999-01-01,Senior Engineer
235177,Deborah,Petereit,1955-11-04,1994-05-31,9999-01-01,Engineer
235191,Satosi,Steenbeek,1955-08-11,1998-09-08,9999-01-01,Technique Leader
235225,Aloke,Binding,1955-10-01,1989-01-15,9999-01-01,Senior Staff
235232,Ramzi,Spinelli,1955-02-18,1987-09-26,9999-01-01,Engineer
235237,Somnath,Duclos,1955-05-26,1998-12-12,9999-01-01,Engineer
235243,Ferdinand,Imataki,1955-04-30,1996-09-08,9999-01-01,Senior Staff
235245,Alassane,Denny,1955-06-03,1999-05-19,9999-01-01,Senior Engineer
235253,Kotesh,Wielonsky,1955-03-27,2001-01-24,9999-01-01,Senior Engineer
235274,Hidde,Ramsak,1955-02-02,1993-12-20,9999-01-01,Senior Engineer
235275,Stafford,Perly,1955-05-02,1994-07-10,9999-01-01,Technique Leader
235287,Arco,Glowinski,1955-03-31,1986-07-16,9999-01-01,Senior Engineer
235317,Sorina,Gerteisen,1955-04-30,1986-10-23,9999-01-01,Staff
235326,Abdelwaheb,Gustavson,1955-08-02,1987-01-08,9999-01-01,Senior Engineer
235342,Kazuhira,DasSarma,1955-03-29,1999-10-05,9999-01-01,Engineer
235364,Marie,Keohane,1955-04-26,1987-01-04,9999-01-01,Senior Staff
235371,Tzu,Merle,1955-10-02,1986-04-25,9999-01-01,Engineer
235400,Tristan,England,1955-04-03,1996-03-19,9999-01-01,Senior Engineer
235425,Deborah,Schiper,1955-04-18,1985-12-24,9999-01-01,Staff
235428,Youssef,Debuse,1955-07-08,1997-09-07,9999-01-01,Staff
235474,Renny,Katzenelson,1955-06-21,1989-03-07,9999-01-01,Engineer
235506,Jaber,Shokrollahi,1955-04-18,1989-09-13,9999-01-01,Senior Engineer
235512,Bodh,Ranka,1955-04-18,1997-08-23,9999-01-01,Senior Staff
235524,Jolita,Itzigehl,1955-07-11,1985-08-20,9999-01-01,Senior Staff
235545,Fatemeh,Collette,1955-09-03,1992-07-06,9999-01-01,Senior Engineer
235551,Tetsushi,Zumaque,1955-02-27,1992-12-24,9999-01-01,Staff
235555,Mohit,Peris,1955-10-24,1998-12-10,9999-01-01,Senior Engineer
235570,Suzette,Swist,1955-07-15,1988-03-16,9999-01-01,Engineer
235571,Jinpo,Zeleznik,1955-04-02,1994-11-16,9999-01-01,Technique Leader
235573,Adil,Stamatiou,1955-01-22,1990-02-07,9999-01-01,Staff
235601,Fun,Angel,1955-11-15,1987-10-16,9999-01-01,Engineer
235609,Aamer,Talmor,1955-02-10,1985-03-11,9999-01-01,Senior Staff
235645,Mona,Carrere,1955-07-20,2002-02-13,9999-01-01,Senior Staff
235658,Adil,Gyorkos,1955-01-11,1987-06-28,9999-01-01,Staff
235687,Claude,Kamber,1955-03-10,1993-07-08,9999-01-01,Senior Engineer
235696,Mary,Uhrik,1955-12-02,1996-02-21,9999-01-01,Engineer
235714,Sreenivas,Improta,1955-09-06,1994-08-30,9999-01-01,Engineer
235720,Wilmer,Lores,1955-01-25,1988-07-06,9999-01-01,Senior Staff
235733,Ziya,Mikschl,1955-12-04,1995-02-09,9999-01-01,Senior Engineer
235790,Shigehiro,Hofting,1955-03-14,1999-05-03,9999-01-01,Assistant Engineer
235803,Padma,Khalid,1955-06-24,1989-02-08,9999-01-01,Senior Staff
235823,Jayesh,Matzke,1955-06-08,1997-09-30,9999-01-01,Staff
235837,Danai,Cannata,1955-11-24,1989-11-15,9999-01-01,Senior Staff
235872,Atreye,Percebois,1955-01-27,1997-09-17,9999-01-01,Engineer
235888,Phuoc,Baak,1955-08-27,1990-08-06,9999-01-01,Senior Staff
235894,Eric,Manderick,1955-11-25,1990-03-25,9999-01-01,Engineer
236031,Shih,Gomatam,1955-07-03,1996-09-19,9999-01-01,Senior Engineer
236038,Aiichiro,Alpin,1955-02-07,1990-10-08,9999-01-01,Senior Engineer
236041,Girolamo,Nergos,1955-01-20,1986-08-13,9999-01-01,Senior Staff
236056,Mart,Sudbeck,1955-06-18,1991-01-07,9999-01-01,Staff
236057,Kristine,Cairo,1955-01-03,1997-04-05,9999-01-01,Staff
236062,Constantijn,Joslin,1955-10-17,1998-11-28,9999-01-01,Senior Engineer
236063,Gio,Bisiani,1955-09-22,1996-06-30,9999-01-01,Staff
236078,Remmert,Sluis,1955-03-29,1991-04-19,9999-01-01,Senior Engineer
236087,Kristin,Klassen,1955-03-01,1997-05-09,9999-01-01,Staff
236118,Aleksandar,Conti,1955-01-26,1987-06-17,9999-01-01,Senior Engineer
236166,Yuichiro,Steinauer,1955-10-23,1999-11-05,9999-01-01,Staff
236168,Kyoichi,Hopewell,1955-02-26,1988-11-22,9999-01-01,Senior Engineer
236203,Shahab,Suermann,1955-02-15,1987-08-28,9999-01-01,Engineer
236228,Gal,Baez,1955-06-15,1998-08-05,9999-01-01,Staff
236246,Hidekazu,Pena,1955-05-16,1989-01-03,9999-01-01,Staff
236247,Chaitali,Staudhammer,1955-09-24,1986-03-06,9999-01-01,Senior Engineer
236250,Taegyun,Yemenis,1955-05-07,1989-01-29,9999-01-01,Senior Staff
236258,Goh,Shackell,1955-11-02,1986-09-18,9999-01-01,Engineer
236267,Uriel,Remmele,1955-08-25,1995-03-11,9999-01-01,Senior Engineer
236275,Adin,Vrecion,1955-07-31,1989-06-09,9999-01-01,Senior Engineer
236281,Gurbir,Conti,1955-11-27,1999-09-22,9999-01-01,Senior Staff
236288,Sailaja,Harnett,1955-03-05,1998-05-12,9999-01-01,Staff
236303,Wilmer,Michaels,1955-04-15,1986-09-19,9999-01-01,Senior Staff
236329,Bodo,Rosay,1955-11-29,1987-08-31,9999-01-01,Engineer
236332,Jeanne,Berstel,1955-10-20,1987-07-06,9999-01-01,Senior Staff
236338,Peer,Rusmann,1955-09-27,1993-09-16,9999-01-01,Staff
236348,Lidong,Kushner,1955-01-18,1991-10-08,9999-01-01,Engineer
236357,Cedric,Smailagic,1955-04-01,2001-10-02,9999-01-01,Technique Leader
236363,Munenori,Chartres,1955-10-25,1994-08-20,9999-01-01,Technique Leader
236386,Jiong,Yetto,1955-11-17,2002-02-02,9999-01-01,Technique Leader
236400,Gladys,Lorys,1955-08-04,1993-09-15,9999-01-01,Engineer
236413,Elzbieta,Awdeh,1955-04-08,1986-10-19,9999-01-01,Senior Engineer
236414,Shigehiro,Barbanera,1955-05-11,1987-11-13,9999-01-01,Senior Engineer
236415,Vidya,Underwood,1955-12-28,1994-05-20,9999-01-01,Engineer
236430,Randy,Homond,1955-08-07,1992-11-11,9999-01-01,Staff
236453,Fai,Erdmenger,1955-02-04,1992-12-12,9999-01-01,Senior Engineer
236457,Yuping,Terekhov,1955-03-21,1991-12-01,9999-01-01,Technique Leader
236473,Tommaso,Conte,1955-03-14,1996-05-09,9999-01-01,Senior Engineer
236517,Nechama,Tsukuda,1955-01-21,1998-01-08,9999-01-01,Engineer
236558,Rosalie,Asmuth,1955-03-13,1985-09-11,9999-01-01,Senior Staff
236605,Masanao,Penz,1955-05-06,1991-04-12,9999-01-01,Senior Staff
236616,Toshimo,Wynblatt,1955-08-16,1994-12-18,9999-01-01,Senior Staff
236660,Heng,Viele,1955-03-01,1995-02-13,9999-01-01,Assistant Engineer
236674,Emdad,Schaaf,1955-10-29,1999-03-06,9999-01-01,Technique Leader
236703,Kristen,Gimarc,1955-05-16,1990-10-05,9999-01-01,Engineer
236767,Faiza,Stifter,1955-10-10,1995-05-10,9999-01-01,Engineer
236804,Zito,Schurmann,1955-03-14,1991-10-22,9999-01-01,Senior Staff
236816,Shao,Camurati,1955-12-27,1995-07-03,9999-01-01,Engineer
236838,Byong,Hooghiemstra,1955-04-04,1997-03-09,9999-01-01,Staff
236860,Jaewoo,Skafidas,1955-08-04,1998-04-16,9999-01-01,Assistant Engineer
236873,Jaroslava,Hutton,1955-07-01,1998-07-19,9999-01-01,Staff
236878,Lech,Savasere,1955-02-12,1990-03-09,9999-01-01,Senior Engineer
236895,Yoshinari,Vecchi,1955-04-10,1992-08-06,9999-01-01,Senior Staff
236924,Sigeru,Hopewell,1955-11-04,1998-06-04,9999-01-01,Engineer
236956,Lijie,Cmelik,1955-02-18,1994-09-29,9999-01-01,Staff
236963,Przemyslawa,Stiles,1955-07-22,1995-05-17,9999-01-01,Engineer
236977,Masako,Danlos,1955-08-27,1990-08-15,9999-01-01,Staff
236989,Tomokazu,Delgrande,1955-09-24,1994-10-13,9999-01-01,Engineer
236995,Mari,Brender,1955-01-18,1985-12-19,9999-01-01,Senior Staff
237016,Greger,Bashian,1955-12-16,1991-03-23,9999-01-01,Technique Leader
237022,Ibibia,Gopalakrishnan,1955-05-04,2001-01-31,9999-01-01,Staff
237029,Jaewon,Chartres,1955-03-15,1993-06-18,9999-01-01,Engineer
237040,Houman,Hinsberger,1955-07-09,1992-03-19,9999-01-01,Senior Staff
237065,Olivera,Kalafatis,1955-10-15,1992-01-21,9999-01-01,Senior Staff
237111,Yinlin,Kropp,1955-07-17,1998-11-26,9999-01-01,Engineer
237115,Fabrizio,Matheson,1955-04-06,1994-10-15,9999-01-01,Senior Engineer
237134,Nitsan,Aloisi,1955-04-14,1988-02-06,9999-01-01,Staff
237156,Khedija,Berendt,1955-03-13,1995-03-15,9999-01-01,Senior Staff
237169,Hitomi,Gubsky,1955-10-17,1997-08-09,9999-01-01,Engineer
237187,Prodip,Ariola,1955-06-08,1998-02-21,9999-01-01,Staff
237197,Suvo,Munke,1955-02-14,1990-10-28,9999-01-01,Engineer
237227,Jasminko,Baba,1955-04-28,1988-08-15,9999-01-01,Senior Staff
237254,Ziva,Schade,1955-10-25,1994-12-29,9999-01-01,Senior Engineer
237255,Dipayan,Collette,1955-07-22,1996-08-26,9999-01-01,Senior Staff
237263,Jaroslava,Nivat,1955-02-27,1987-01-04,9999-01-01,Assistant Engineer
237296,Saeko,Zeidenstein,1955-09-10,1995-03-23,9999-01-01,Senior Staff
237316,Mona,Walstra,1955-05-22,2000-01-04,9999-01-01,Senior Staff
237362,Monique,Simkin,1955-06-04,1999-01-05,9999-01-01,Senior Staff
237371,Martina,Heijenga,1955-03-02,1990-01-08,9999-01-01,Senior Staff
237386,Shuzo,McAlpine,1955-03-01,1999-09-26,9999-01-01,Senior Engineer
237391,Heeju,Chvatal,1955-06-26,1989-10-08,9999-01-01,Technique Leader
237418,Arvind,Stiles,1955-05-27,1986-10-18,9999-01-01,Senior Engineer
237419,Bernd,Trachtenberg,1955-11-15,1985-07-28,9999-01-01,Senior Engineer
237430,Subir,Munoz,1955-08-02,1989-10-05,9999-01-01,Technique Leader
237449,Zita,Edelhoff,1955-06-30,1985-10-06,9999-01-01,Technique Leader
237460,Masami,Ramsey,1955-10-06,1996-09-21,9999-01-01,Staff
237474,Tetsurou,Poulakidas,1955-04-21,1987-01-09,9999-01-01,Senior Engineer
237479,Patricio,Comyn,1955-10-31,1994-09-15,9999-01-01,Staff
237503,Lansing,Menhoudj,1955-07-05,1993-10-27,9999-01-01,Senior Staff
237512,Guozhong,Berztiss,1955-01-28,1985-11-29,9999-01-01,Senior Engineer
237540,Heather,Reghbati,1955-03-13,1995-09-22,9999-01-01,Assistant Engineer
237561,Tse,Madeira,1955-10-21,1998-09-27,9999-01-01,Staff
237587,Feixiong,Harllee,1955-03-17,1998-11-29,9999-01-01,Engineer
237616,Jahangir,Silva,1955-08-10,1991-09-04,9999-01-01,Senior Engineer
237658,Indrajit,Baik,1955-06-06,1988-10-13,9999-01-01,Senior Engineer
237663,Junsik,Onuegbe,1955-08-24,1997-12-24,9999-01-01,Assistant Engineer
237679,Ramalingam,Chaudhury,1955-03-14,1989-06-13,9999-01-01,Senior Engineer
237695,Adamantios,Lodder,1955-02-17,1998-08-05,9999-01-01,Senior Engineer
237706,Candido,Provine,1955-09-15,1988-10-24,9999-01-01,Engineer
237708,Sashi,Nivat,1955-03-15,1994-05-25,9999-01-01,Engineer
237717,Owen,Heping,1955-04-19,1986-03-30,9999-01-01,Technique Leader
237730,Hatsukazu,Domenig,1955-12-31,1998-06-06,9999-01-01,Senior Engineer
237748,Mori,Kossowski,1955-05-30,1991-01-06,9999-01-01,Staff
237769,Herb,Daescu,1955-06-27,1987-12-22,9999-01-01,Staff
237777,Anneli,Fiebach,1955-04-05,1991-01-12,9999-01-01,Senior Staff
237790,Yannik,Bierbaum,1955-10-10,1996-04-04,9999-01-01,Technique Leader
237803,Lihong,Baranowski,1955-05-04,1986-08-04,9999-01-01,Senior Engineer
237820,Jiakeng,Rosiles,1955-03-27,1988-07-29,9999-01-01,Senior Engineer
237863,Manohar,Kushnir,1955-11-24,1997-04-26,9999-01-01,Engineer
237868,Hercules,Conde,1955-08-10,1993-05-29,9999-01-01,Engineer
237874,Otmar,Castellani,1955-07-26,1998-05-05,9999-01-01,Senior Staff
237878,Eric,Koshiba,1955-12-22,1999-07-16,9999-01-01,Senior Staff
237892,Pohua,Dechter,1955-10-23,1986-04-21,9999-01-01,Senior Engineer
237900,Elgin,Rajala,1955-10-16,1987-01-25,9999-01-01,Engineer
237901,Torsten,Bridgland,1955-02-21,1992-04-07,9999-01-01,Engineer
237951,Arco,Lundstrom,1955-11-28,1997-03-31,9999-01-01,Senior Staff
237974,Sailaja,Litzkow,1955-01-20,1995-01-04,9999-01-01,Engineer
237980,Rosine,Encarnacion,1955-09-08,1990-01-01,9999-01-01,Engineer
237982,Weiru,Chenney,1955-02-11,1990-04-08,9999-01-01,Staff
237994,Shih,Wossner,1955-01-12,1991-02-28,9999-01-01,Senior Engineer
237995,Irene,Rassart,1955-03-16,1986-07-25,9999-01-01,Senior Engineer
238001,Badri,Quittner,1955-08-15,1992-06-11,9999-01-01,Senior Engineer
238008,Owen,Kornatzky,1955-11-01,1987-06-18,9999-01-01,Staff
238021,Marjo,Prochazka,1955-08-27,1988-01-28,9999-01-01,Senior Engineer
238047,Renee,Krohn,1955-09-01,1988-09-07,9999-01-01,Staff
238056,Fumiyo,Vakili,1955-09-17,1986-07-20,9999-01-01,Staff
238066,Florina,Steinauer,1955-06-30,1991-06-10,9999-01-01,Senior Staff
238078,Fumiyo,Peroz,1955-09-27,1985-06-14,9999-01-01,Engineer
238142,Guther,Sgarro,1955-10-12,1996-07-21,9999-01-01,Senior Engineer
238146,Dmitri,Champarnaud,1955-10-10,1996-10-21,9999-01-01,Senior Staff
238159,Toshiki,Schicker,1955-09-15,1985-12-26,9999-01-01,Staff
238160,Edwin,Merks,1955-01-19,1999-04-16,9999-01-01,Senior Staff
238164,Perry,Sullins,1955-05-09,1997-01-14,9999-01-01,Staff
238170,Fay,Baba,1955-10-21,1996-02-17,9999-01-01,Staff
238172,Radhia,Vuskovic,1955-07-22,1986-03-28,9999-01-01,Senior Staff
238177,Falguni,Hertweck,1955-09-25,1989-03-02,9999-01-01,Senior Engineer
238205,Bodh,Masada,1955-06-18,1990-04-15,9999-01-01,Staff
238226,Nobuyoshi,Wursthorn,1955-09-25,1989-03-26,9999-01-01,Senior Engineer
238231,Kellie,Guenter,1955-12-10,1997-12-20,9999-01-01,Assistant Engineer
238275,Huai,Middleton,1955-11-14,1999-09-29,9999-01-01,Engineer
238290,Freyja,Awdeh,1955-02-03,1985-09-26,9999-01-01,Senior Staff
238298,Prasadram,Cunliffe,1955-04-11,1995-02-11,9999-01-01,Staff
238304,Premal,Badache,1955-08-16,1999-06-06,9999-01-01,Engineer
238346,Yuriy,Comyn,1955-10-06,2001-08-05,9999-01-01,Engineer
238348,Manton,Angot,1955-06-25,1992-12-07,9999-01-01,Senior Engineer
238355,Roddy,Marzano,1955-06-25,2000-09-01,9999-01-01,Senior Engineer
238357,Yuriy,Miara,1955-04-16,1987-07-07,9999-01-01,Staff
238368,Becky,Katalagarianos,1955-07-08,1995-05-12,9999-01-01,Engineer
238371,Hidefumi,Impagliazzo,1955-01-10,1989-02-26,9999-01-01,Staff
238377,Tomokazu,Oxman,1955-12-16,1989-07-03,9999-01-01,Senior Engineer
238389,Etsuo,Perfilyeva,1955-08-02,1986-08-20,9999-01-01,Staff
238393,Danny,Ranft,1955-07-24,1992-04-09,9999-01-01,Senior Engineer
238395,Cristinel,Riesenhuber,1955-10-20,1990-04-07,9999-01-01,Senior Engineer
238410,Fuqing,Schnabel,1955-11-28,1996-01-23,9999-01-01,Engineer
238439,Udaiprakash,Matheson,1955-02-13,1990-04-29,9999-01-01,Senior Staff
238504,Baruch,Fiebach,1955-12-29,1986-01-29,9999-01-01,Senior Engineer
238537,Tomofumi,Bellone,1955-05-29,1985-02-19,9999-01-01,Senior Engineer
238538,Fumitaka,Pehl,1955-11-18,1990-05-18,9999-01-01,Senior Engineer
238548,Masato,Zhang,1955-08-23,1988-12-17,9999-01-01,Staff
238571,Kenton,Reeken,1955-04-10,1998-03-31,9999-01-01,Staff
238578,Neelam,Uhrig,1955-03-21,1987-03-17,9999-01-01,Engineer
238590,Yifei,Spataro,1955-10-30,2001-03-10,9999-01-01,Staff
238592,Jacqueline,Schmittgen,1955-05-07,1994-02-14,9999-01-01,Engineer
238593,Katsuo,Emmart,1955-09-09,1992-01-02,9999-01-01,Technique Leader
238597,Radhakrishnan,Billingsley,1955-05-08,1995-11-06,9999-01-01,Staff
238619,Badri,Benantar,1955-11-27,2002-03-20,9999-01-01,Engineer
238636,Shaw,Chiodo,1955-07-23,1999-07-16,9999-01-01,Engineer
238653,Greger,Segond,1955-03-20,1988-04-09,9999-01-01,Senior Engineer
238669,Masako,Rosenbaum,1955-11-01,1991-11-09,9999-01-01,Senior Staff
238733,Genevieve,Hambrick,1955-01-02,1998-08-07,9999-01-01,Engineer
238737,Chiradeep,Ventosa,1955-07-08,1994-05-24,9999-01-01,Staff
238749,Cordelia,Hebert,1955-08-06,2001-06-15,9999-01-01,Senior Engineer
238759,Susanta,Hiraishi,1955-11-24,1993-07-03,9999-01-01,Senior Staff
238764,Fen,Candan,1955-04-08,1986-06-08,9999-01-01,Senior Staff
238787,Berto,Bennis,1955-12-26,1987-03-12,9999-01-01,Staff
238791,Deniz,Kroll,1955-04-03,1988-12-09,9999-01-01,Senior Staff
238792,Kaijung,Alpin,1955-01-12,1992-10-05,9999-01-01,Staff
238800,Make,Ferretti,1955-06-25,1987-09-21,9999-01-01,Senior Engineer
238818,Mingzeng,Rijckaert,1955-11-21,1989-03-25,9999-01-01,Assistant Engineer
238836,Gopalakrishnan,Merlo,1955-02-21,1987-10-06,9999-01-01,Senior Staff
238863,Vidya,Wilfing,1955-11-04,1992-06-17,9999-01-01,Senior Engineer
238865,Ebru,Standera,1955-06-02,1988-07-23,9999-01-01,Engineer
238883,Hideyuki,Teitelbaum,1955-11-11,1989-05-27,9999-01-01,Staff
238891,Nitsan,Sudkamp,1955-02-09,1986-12-01,9999-01-01,Senior Engineer
238900,Yaghout,Furedi,1955-08-08,1993-07-14,9999-01-01,Senior Engineer
238935,Janalee,Jakobus,1955-05-29,1992-01-05,9999-01-01,Staff
238962,Rosita,Waeselynck,1955-09-25,1990-04-08,9999-01-01,Engineer
238978,Shuichi,Cappelli,1955-05-22,1988-09-25,9999-01-01,Engineer
238980,Arch,Perri,1955-09-10,1994-12-16,9999-01-01,Senior Staff
239021,Christ,Foong,1955-07-11,1987-02-24,9999-01-01,Staff
239025,Urs,Cappelletti,1955-11-02,1997-07-21,9999-01-01,Engineer
239026,Masamitsu,Litzkow,1955-02-28,1990-07-08,9999-01-01,Technique Leader
239034,Vatsa,Pollock,1955-07-20,1996-11-05,9999-01-01,Engineer
239036,Lena,Harnett,1955-09-25,1992-06-13,9999-01-01,Senior Engineer
239056,Tze,Hanabata,1955-03-16,1995-08-24,9999-01-01,Staff
239087,Yishai,Birjandi,1955-06-30,1986-06-29,9999-01-01,Staff
239094,Hatim,Montresor,1955-04-20,1990-03-04,9999-01-01,Senior Engineer
239096,Kwan,Highland,1955-06-13,1986-12-08,9999-01-01,Senior Engineer
239153,Sanjoy,Lorcy,1955-04-19,1988-11-06,9999-01-01,Senior Staff
239166,Elliott,Isard,1955-10-30,1988-03-15,9999-01-01,Senior Staff
239185,Luigi,Giaccio,1955-01-09,1987-12-04,9999-01-01,Senior Staff
239188,Sanjeeva,Lunn,1955-02-20,1988-10-21,9999-01-01,Senior Staff
239205,Masasuke,Brizzi,1955-08-25,1986-03-28,9999-01-01,Staff
239212,Shigehito,Laventhal,1955-10-01,1989-08-14,9999-01-01,Senior Engineer
239223,Aria,Meszaros,1955-05-31,1990-06-08,9999-01-01,Senior Engineer
